RestaurantID,Restaurant Name,Zip Code,City,Web / Apps,Main Cuisine,Seconday Cuisne,Main Product Sold,Secondary Sold,Avg Ratings,Number of Ratings,Payment Method,Delivery Fee,Avg Price,Descriptions
3044,Bella Vita ,3006,Bern,Apps iOS,Italian,Mexican,Pizza Margherita,Pizza Prosciutto,4.7,"1,244",CASH,0,44.66,"If you’re thinking of eating at NameCH, then you’ve already made a fine choice! This CuisineCH restaurant which offers CuisineCH cuisine will have you nosediving into an authentic CuisineCH experience while sitting at your home in CityCH. So dive in faster, use our mobile app to order in seconds. Use PayCH right on our PlatformCH platform, and remember to rate their services! Try their a MainCH or a SecondCH."
3048,NomNom Asian Kitchen,3014,Bern,Apps iOS,Vietnamese,Asian,Ga Sate,Ga Chua Ngot,4.4,318,CASH,0,48.54,"Is it a bird? Is it a plane? No, it's NameCH! This is one of the few restaurants in CityCH that offers family special menus, with CuisineCH being its top sellers. Order a special, or order something else that tastes just as good. Whatever it is you want, order online using PayCH right on our PlatformCH platform, or order right here on eat.ch, and we will deliver to you fast! Try their a MainCH or a SecondCH."
3050,Massmile Asia Food,5400,Baden,Apps Android,Asian,Chinese,Poulet an süss-sauer Sauce,Knusprige Ente an Hoi Sin Sauce,4.3,736,American Express,0,51.56,"Dive deep into the authentic cuisine of this charming and warm CuisineCH restaurant located in the heart of CityCH. If you’re looking for some great food, then NameCH is where your food is at. So, order right now using PayCH right on our PlatformCH platform to get fast delivery to your home or office. Remember to download our mobile app to keep CuisineCH food at your fingertips! Try their a MainCH or a SecondCH."
3051,Seener-Treff,8405,Winterthur,Web,Asian,Italian,Kebab im Fladenbrot,Kebab im Taschenbrot,4.5,871,Visa,0,32.82,"NameCH has, hands down, the best food in CityCH. They also have excellent CuisineCH food and other cuisines as well. Order right now using PayCH right on our PlatformCH platform, and you’ll get your food in under an hour. Download our mobile app on your iPhone or Android device for a faster experience, and remember to rate this restaurant once you’ve eaten! Try their a MainCH or a SecondCH."
3061,Pizza Station,1296,Coppet,Web,Italian,,Pizza Diavola,Pizza Jambon,3.9,263,Visa,0,52.54,"It’s very hard to find sandwiches with home-made bread in CityCH. So, if you’ve been looking for something like that, then NameCH should be high up on the list of restaurants you want to order from. They’ve also got excellent CuisineCH food such as MainCH and SecondCH, so don’t hesitate, order online right now using PayCH right on our PlatformCH platform. You can also order using our mobile app, and leave ratings too!"
3064,Royal Cuisine,3550,Langnau im Emmental,Apps Android,Pizza,Italian,Hausgemachtes Curry Rindfleisch (leicht scharf),Kantonesisches Pouletfleisch,4.7,316,CASH,0,38.41,"If you are in a relaxed mood, then you should order from a relaxed restaurant. If you are stressed, you should still order from a relaxed restaurant. Get some top-notch CuisineCH food, wherever you are in CityCH from NameCH. You definitely should try the NameCH specials such as MainCH or a SecondCH. In fact, you can try them right now when you order with us using PayCH right on our PlatformCH platform. Or you can order using our mobile app. Either way, happy eating!"
3071,The Food Station,8442,Hettlingen,Web,Pizza,Italian,Kebab im Fladenbrot (Dürüm),Kebab im Taschenbrot,4.6,"1,596",Visa,0,43.75,"When you get home at night, the last thing you want to think about is cooking dinner. Of course, ordering takeout generally tends to be unhealthy, right? Nope. When you order with NameCH, you know you will be getting the healthiest food in CityCH. So why wait? Order right now using PayCH right on our PlatformCH platform and get the freshest MainCH of your life! By the way, remember to rate their freshness."
3073,Restaurant Bahnhof,8804,Au ZH,Web,Indian,Curry,Chicken Curry,Chicken Malai,4.3,313,PayPAL,0,41.03,"If you want healthy food with great quality and an extensive menu to choose from, then NameCH should be your restaurant of choice. These guys have an extensive chain of restaurants that specialise in health foods, so you know you’re in good hands. Don’t waste time overthinking, because you won’t regret it. Just order online now using PayCH right on our PlatformCH platform, or use our mobile app to place your order and we will get you your delivery fast! Try their a MainCH or a SecondCH."
3081,Pizzeria Münzhof,9400,Rorschach,Web,Italian,Indian,Pizza Prosciutto,Cordon Bleu Classic,4.2,430,MasterCard,0,34.48,"If you work near NameCH in CityCH, then make it a point to try their food. Generally, as an office worker, you probably need to take extra steps to stay healthy, which is why this office-oriented healthy food joint should be your number one food destination. Order a warm bowl on a cold day, or a burner salad on a hot day. Whatever it is, we'll deliver to you fast. Of course, don't forget your co-workers! You can order using PayCH right on our PlatformCH platform. Try their a MainCH or a SecondCH."
3088,Pizza Kurier Toni Kreuzlingen,8280,Kreuzlingen,Apps Android,Pizza,Italian,Pizza Margherita,Pizza Prosciutto,4.5,344,MasterCard,0,29.19,"Ever had a CuisineCH meal? No? Then order right now from NameCH, and we’ll deliver your food you in 40 minutes. Feeling adventurous? Order from their XXL CuisineCH food menu. However big the order, we’ll get it to you, wherever you are in CityCH. Remember to download our mobile app onto your iPhone or Android device for some real fast food, and always remember to leave a rating! You can order using PayCH right on our PlatformCH platform. Try their a MainCH or a SecondCH."
3097,Swagat Indian,1800,Vevey,Web,Indian,Curry,Butter Chicken,Chicken Tikka Masala,4.2,168,CASH,0,89.04,"The happy chefs at NameCH are happy to deliver the best food and drinks to the people of CityCH. I feel like I said “happy” too much. You know what else is too much? Their portions. Indulge yourself in the massive portions of MainCH or a SecondCH these guys deliver, and why not order some wine or beer while you’re at it? Order right now using PayCH right on our PlatformCH platform, and we’ll deliver in 45 minutes! Oh, also, remember to leave them a rating."
3099,TexMex Cantina St. Gallen,9000,St. Gallen,Web,Mexican,Burger,Royal Cheeseburger,Special Friends Menu,4.4,"1,490",Visa,0,39.51,"I’m not sure if it is a coincidence, or if it is just clever branding, but these guys actually have their takeaway joint located on a hard corner of a building in CityCH. Try the CuisineCH salad, along with their special menu. Order now using PayCH right on our PlatformCH platform, and we will deliver fast. You can also order using our mobile app for an even faster experience. So, get ordering! Try their a MainCH or a SecondCH."
3106,Clovers ,6423,Seewen,Apps Android,American,Burger,Clovers Cheeseburger,Schwyzer Burger,4.3,364,CASH,0,59.04,"What’s better than home-made food? NameCH’s food, of course! You should definitely try CuisineCH foods, MainCH or a SecondCH, or anything else these guys have to offer. So, order online right now using PayCH right on our PlatformCH platform, and we’ll deliver fast, wherever you are in CityCH. Remember to give our mobile app a try, and also remember to rate NameCH once you've eaten from them! "
3110,Kisaku Sushi ,1204,Genève,Apps iOS,Sushi,Japanese,Uramaki crevette pané (8 pièces),Uramaki californian (8 pièces),4.3,79,CASH,0,65.02,"Ever CuisineCH food? No? Then don’t worry, because NameCH brings the classic CuisineCH restaurant right to the heart of CityCH. Apart from having tons of classic CuisineCH foods, they also are the first restaurant in CityCH to serve the famous vegetarian beyond CuisineCH food. Try it, you’ll love it. Order right now using PayCH right on our PlatformCH platform for fast delivery, and don’t forget to rate their classic vibe! Try their a MainCH or a SecondCH."
3114,Restaurant Hungky,1201,Genève,Apps Android,Asian,Chinese,Riz poulet à l'aigre-doux,Riz cantonais sauté au poulet,3.8,428,MasterCard,0,50.64,"Get a taste of the healthiest restaurant chain in CityCH! The wonderful people at NameCH have a selection of delicious organic products, from MainCH to SecondCH. They’ve also got curries and wraps, so you know you will always find something for you. Check out their menu here, or using our mobile app, and pay online using PayCH right on our PlatformCH platform when your order with us. We’ll guarantee fast delivery!"
3129,Bingo Pizzakurier,5012,Schönenwerd,Web,Pizza,Italian,Dürüm,Jumbo Dürüm,4.9,"1,950",CASH,0,33.14,"If you’re feeling cold, then you have to get a hot dish of delicious and healthy soup right away! And where you get it from? NameCH, of course! All the food in this restaurant can be labelled as food you won’t regret eating. Because it’s healthy, it’s fresh, and if you order now, it’ll be delivered to you fast! You can also order using PayCH right on our PlatformCH platform, and leave ratings too. Try their a MainCH or a SecondCH."
3130,Restaurant la fourchette,1860,Aigle,Apps iOS,Burger,American,Burger Classique Cheese avec frites,Burger Paris avec frites,4.1,386,CASH,0,43.89,"This cosy, laid-back restaurant will bring the heart of CuisineCH cuisine to CityCH. If you’re throwing a party, or if you just want to have a nice CuisineCH meal with your family, they’ve got MainCH and SecondCH. So, check them out right here, or use our mobile app. You can pay online using PayCH right on our PlatformCH platform and rate your food too!"
3132,Canaan Asia Restaurant,8134,Adliswil,Apps Android,Asian,Chinese,Poulet süss-sauer,Gyoza (4 Stück),4.5,915,Visa,0,56.69,"If you’re looking for a fast CuisineCH food, or a MainCH or SecondCH, then NameCH is what you’re looking for. This is because this restaurant is known to have the fastest delivery in pretty much all of CityCH. Customers have especially highlighted the speed of delivery, and we can guarantee that you will get your food in half an hour. So, think fast, order now! Or order using our mobile app. It's even faster! You can even pay online using PayCH right on our PlatformCH platform."
3133,Jet Pizza Genève ,1207,Genève,Web,Pizza,Italian,Pizza Margherita,Pizza Chorizo,4.7,"1,296",CASH,0,43.27,"Get some CuisineCH with NameCH in CityCH. They’ve got special food, so make a wish and order now! You get your delivery in 40 minutes, and you can pay online using PayCH right on our PlatformCH platform when you order here, or order using our eat.ch mobile app. Remember to let the restaurant know what you think and leave them a rating! Try their a MainCH or a SecondCH."
3139,Pizzakurier Paprika,8570,Weinfelden,Web,Pizza,Kebab,Pizza Kebab,Pizza Margherita,4.6,598,Visa,0,30.66,"CityCH sure has a ton of CuisineCH restaurants, but that’s because there are so many people waiting to eat. NameCH clearly knew what they were doing when they invited everyone to broaden their cultural horizons with their delicious CuisineCH food. It’s gorgeous. Order online right now using PayCH right on our PlatformCH platform, and we’ll deliver fast. You can also conveniently order using our mobile apps. Don’t forget to leave a rating! Try their a MainCH or a SecondCH."
3145,Cordonbleu Express Au,8804,Au ZH,Web,Swiss,,Cordon Bleu Original vom Schwein,Cordon Bleu Berner vom Schwein,4.4,369,MasterCard,0,46.63,"Great CuisineCH food, fast delivery, excellent prices. These are the three steps to excellence, and NameCH has certainly mastered them. I mean, all their customers seem to agree. In addition to all the CuisineCH foods, they’ve got special menus at excellent offer prices. Check these offers out right now! You can do that at your convenience if you get our mobile app for your iPhone or Android device. You can also pay using PayCH right on our PlatformCH platform. As always, remember to leave these guys a rating! Try their a MainCH or a SecondCH."
